id,text,parent,
V9441,"Andra och icke specificerade transportolyckor på vatten - segelbåt-lek,fritid",,
W9441,"Exponering för högt och lågt lufttryck och för ändringar i lufttryck-gata-lek,fritid",,
V9442,Andra och icke specificerade transportolyckor på vatten - segelbåt-förvärvsarbete,,
W9442,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-gata-förvärvsarbete,,
V9443,Andra och icke specificerade transportolyckor på vatten - segelbåt-annan sysselsättning,,
W9443,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-gata-annan sysselsättning,,
V9444,Andra och icke specificerade transportolyckor på vatten - segelbåt-vitalaktivitet,,
W9444,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-gata-vitalaktivitet,,
V9448,Andra och icke specificerade transportolyckor på vatten - segelbåt-andra aktiviteter,,
W9448,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-gata-andra aktiviteter,,
V9449,Andra och icke specificerade transportolyckor på vatten - segelbåt-ospec aktiviteter,,
W9449,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-gata-ospec aktiviteter,,
V945,Other and unspecified water transport accidents: Canoe or kayak,,
V9450,Andra och icke specificerade transportolyckor på vatten - kanot eller kajak-idrott,,
W9450,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-serviceområde-idrott,,
V9451,"Andra och icke specificerade transportolyckor på vatten - kanot eller kajak-lek,fritid",,
W9451,"Exponering för högt och lågt lufttryck och för ändringar i lufttryck-serviceområde-lek,fritid",,
V9452,Andra och icke specificerade transportolyckor på vatten - kanot eller kajak-förvärvsarbete,,
W9452,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-serviceområde-förvärvsarbete,,
V9453,Andra och icke specificerade transportolyckor på vatten - kanot eller kajak-annan sysselsättning,,
W9453,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-serviceområde-annan sysselsättning,,
V9454,Andra och icke specificerade transportolyckor på vatten - kanot eller kajak-vitalaktivitet,,
W9454,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-serviceområde-vitalaktivitet,,
V9458,Andra och icke specificerade transportolyckor på vatten - kanot eller kajak-andra aktiviteter,,
W9458,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-serviceområde-andra aktiviteter,,
V9459,Andra och icke specificerade transportolyckor på vatten - kanot eller kajak-ospec aktiviteter,,
W9459,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-serviceområde-ospec aktiviteter,,
V946,Other and unspecified water transport accidents: Inflatable craft (nonpowered),,
V9460,Andra och icke specificerade transportolyckor på vatten - uppblåsbar båt utan motor-idrott,,
W9460,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-industriområde-idrott,,
V9461,"Andra och icke specificerade transportolyckor på vatten - uppblåsbar båt utan motor-lek,fritid",,
W9461,"Exponering för högt och lågt lufttryck och för ändringar i lufttryck-industriområde-lek,fritid",,
V9462,Andra och icke specificerade transportolyckor på vatten - uppblåsbar båt utan motor-förvärvsarbete,,
W9462,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-industriområde-förvärvsarbete,,
V9463,Andra och icke specificerade transportolyckor på vatten - uppblåsbar båt utan motor-annan sysselsättning,,
W9463,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-industriområde-annan sysselsättning,,
V9464,Andra och icke specificerade transportolyckor på vatten - uppblåsbar båt utan motor-vitalaktivitet,,
W9464,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-industriområde-vitalaktivitet,,
V9468,Andra och icke specificerade transportolyckor på vatten - uppblåsbar båt utan motor-andra aktiviteter,,
W9468,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-industriområde-andra aktiviteter,,
V9469,Andra och icke specificerade transportolyckor på vatten - uppblåsbar båt utan motor-ospec aktiviteter,,
W9469,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-industriområde-ospec aktiviteter,,
V947,Other and unspecified water transport accidents: Water-skis,,
V9470,Andra och icke specificerade transportolyckor på vatten - vattenskidor-idrott,,
W9470,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-lantbruksområde-idrott,,
V9471,"Andra och icke specificerade transportolyckor på vatten - vattenskidor-lek,fritid",,
W9471,"Exponering för högt och lågt lufttryck och för ändringar i lufttryck-lantbruksområde-lek,fritid",,
V9472,Andra och icke specificerade transportolyckor på vatten - vattenskidor-förvärvsarbete,,
W9472,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-lantbruksområde-förvärvsarbete,,
V9473,Andra och icke specificerade transportolyckor på vatten - vattenskidor-annan sysselsättning,,
W9473,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-lantbruksområde-annan sysselsättning,,
V9474,Andra och icke specificerade transportolyckor på vatten - vattenskidor-vitalaktivitet,,
W9474,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-lantbruksområde-vitalaktivitet,,
V9478,Andra och icke specificerade transportolyckor på vatten - vattenskidor-andra aktiviteter,,
W9478,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-lantbruksområde-andra aktiviteter,,
V9479,Andra och icke specificerade transportolyckor på vatten - vattenskidor-ospec aktiviteter,,
W9479,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-lantbruksområde-ospec aktiviteter,,
V948,Other and unspecified water transport accidents: Other unpowered watercraft,,
V9480,Andra och icke specificerade transportolyckor på vatten - annan vattenfarkost utan motor-idrott,,
W9480,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-andra områden-idrott,,
V9481,"Andra och icke specificerade transportolyckor på vatten - annan vattenfarkost utan motor-lek,fritid",,
W9481,"Exponering för högt och lågt lufttryck och för ändringar i lufttryck-andra områden-lek,fritid",,
V9482,Andra och icke specificerade transportolyckor på vatten - annan vattenfarkost utan motor-förvärvsarbete,,
W9482,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-andra områden-förvärvsarbete,,
V9483,Andra och icke specificerade transportolyckor på vatten - annan vattenfarkost utan motor-annan sysselsättning,,
W9483,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-andra områden-annan sysselsättning,,
V9484,Andra och icke specificerade transportolyckor på vatten - annan vattenfarkost utan motor-vitalaktivitet,,
W9484,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-andra områden-vitalaktivitet,,
V9488,Andra och icke specificerade transportolyckor på vatten - annan vattenfarkost utan motor-andra aktiviteter,,
W9488,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-andra områden-andra aktiviteter,,
V9489,Andra och icke specificerade transportolyckor på vatten - annan vattenfarkost utan motor-ospec aktiviteter,,
W9489,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-andra områden-ospec aktiviteter,,
V949,Other and unspecified water transport accidents: Unspecified watercraft,,
V9490,"Andra och icke specificerade transportolyckor på vatten - vattenfarkost, ospecificerad-idrott",,
W9490,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-ospec område-idrott,,
V9491,"Andra och icke specificerade transportolyckor på vatten - vattenfarkost, ospecificerad-lek,fritid",,
W9491,"Exponering för högt och lågt lufttryck och för ändringar i lufttryck-ospec område-lek,fritid",,
V9492,"Andra och icke specificerade transportolyckor på vatten - vattenfarkost, ospecificerad-förvärvsarbete",,
W9492,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-ospec område-förvärvsarbete,,
V9493,"Andra och icke specificerade transportolyckor på vatten - vattenfarkost, ospecificerad-annan sysselsättning",,
W9493,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-ospec område-annan sysselsättning,,
V9494,"Andra och icke specificerade transportolyckor på vatten - vattenfarkost, ospecificerad-vitalaktivitet",,
W9494,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-ospec område-vitalaktivitet,,
V9498,"Andra och icke specificerade transportolyckor på vatten - vattenfarkost, ospecificerad-andra aktiviteter",,
W9498,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-ospec område-andra aktiviteter,,
V9499,"Andra och icke specificerade transportolyckor på vatten - vattenfarkost, ospecificerad-ospec aktiviteter",,
W9499,Exponering för högt och lågt lufttryck och för ändringar i lufttryck-ospec område-ospec aktiviteter,,
V95,Accident to powered aircraft causing injury to occupant,,
V950,Helicopter accident injuring occupant,,
V9500,Helikopterolycka med skada på ombordvarande-idrott,,
V9501,"Helikopterolycka med skada på ombordvarande-lek,fritid",,
V9502,Helikopterolycka med skada på ombordvarande-förvärvsarbete,,
V9503,Helikopterolycka med skada på ombordvarande-annan sysselsättning,,
V9504,Helikopterolycka med skada på ombordvarande-vitalaktivitet,,
V9508,Helikopterolycka med skada på ombordvarande-andra aktiviteter,,
V9509,Helikopterolycka med skada på ombordvarande-ospec aktiviteter,,
V951,"Ultralight, microlight or powered-glider accident injuring occupant",,
V9510,Olycka med ultralätt motordrivet flygplan med skada på ombordvarande-idrott,,
V9511,"Olycka med ultralätt motordrivet flygplan med skada på ombordvarande-lek,fritid",,
V9512,Olycka med ultralätt motordrivet flygplan med skada på ombordvarande-förvärvsarbete,,
V9513,Olycka med ultralätt motordrivet flygplan med skada på ombordvarande-annan sysselsättning,,
V9514,Olycka med ultralätt motordrivet flygplan med skada på ombordvarande-vitalaktivitet,,
V9518,Olycka med ultralätt motordrivet flygplan med skada på ombordvarande-andra aktiviteter,,
V9519,Olycka med ultralätt motordrivet flygplan med skada på ombordvarande-ospec aktiviteter,,
V952,"Accident to other private fixed-wing aircraft, injuring occupant",,
V9520,Olycka med annat privat flygplan med skada på ombordvarande-idrott,,
V9521,"Olycka med annat privat flygplan med skada på ombordvarande-lek,fritid",,
V9522,Olycka med annat privat flygplan med skada på ombordvarande-förvärvsarbete,,
V9523,Olycka med annat privat flygplan med skada på ombordvarande-annan sysselsättning,,
V9524,Olycka med annat privat flygplan med skada på ombordvarande-vitalaktivitet,,
V9528,Olycka med annat privat flygplan med skada på ombordvarande-andra aktiviteter,,
V9529,Olycka med annat privat flygplan med skada på ombordvarande-ospec aktiviteter,,
V953,"Accident to commercial fixed-wing aircraft, injuring occupant",,
V9530,Olycka med trafikflygplan med skada på ombordvarande-idrott,,
V9531,"Olycka med trafikflygplan med skada på ombordvarande-lek,fritid",,
V9532,Olycka med trafikflygplan med skada på ombordvarande-förvärvsarbete,,
V9533,Olycka med trafikflygplan med skada på ombordvarande-annan sysselsättning,,
V9534,Olycka med trafikflygplan med skada på ombordvarande-vitalaktivitet,,
V9538,Olycka med trafikflygplan med skada på ombordvarande-andra aktiviteter,,
V9539,Olycka med trafikflygplan med skada på ombordvarande-ospec aktiviteter,,
V954,Spacecraft accident injuring occupant,,
V9540,Olycka med rymdfarkost med skada på ombordvarande-idrott,,
V9541,"Olycka med rymdfarkost med skada på ombordvarande-lek,fritid",,
V9542,Olycka med rymdfarkost med skada på ombordvarande-förvärvsarbete,,
V9543,Olycka med rymdfarkost med skada på ombordvarande-annan sysselsättning,,
V9544,Olycka med rymdfarkost med skada på ombordvarande-vitalaktivitet,,
V9548,Olycka med rymdfarkost med skada på ombordvarande-andra aktiviteter,,
V9549,Olycka med rymdfarkost med skada på ombordvarande-ospec aktiviteter,,
V958,Other aircraft accidents injuring occupant,,
V9580,Andra specificerade flygolyckor med skada på ombordvarande-idrott,,
V9581,"Andra specificerade flygolyckor med skada på ombordvarande-lek,fritid",,
V9582,Andra specificerade flygolyckor med skada på ombordvarande-förvärvsarbete,,
V9583,Andra specificerade flygolyckor med skada på ombordvarande-annan sysselsättning,,
V9584,Andra specificerade flygolyckor med skada på ombordvarande-vitalaktivitet,,
V9588,Andra specificerade flygolyckor med skada på ombordvarande-andra aktiviteter,,
V9589,Andra specificerade flygolyckor med skada på ombordvarande-ospec aktiviteter,,
V959,Unspecified aircraft accident injuring occupant,,
V9590,"Flygplansolycka, icke specificerad, med skada på ombordvarande-idrott",,
V9591,"Flygplansolycka, icke specificerad, med skada på ombordvarande-lek,fritid",,
V9592,"Flygplansolycka, icke specificerad, med skada på ombordvarande-förvärvsarbete",,
V9593,"Flygplansolycka, icke specificerad, med skada på ombordvarande-annan sysselsättning",,
V9594,"Flygplansolycka, icke specificerad, med skada på ombordvarande-vitalaktivitet",,
V9598,"Flygplansolycka, icke specificerad, med skada på ombordvarande-andra aktiviteter",,
V9599,"Flygplansolycka, icke specificerad, med skada på ombordvarande-ospec aktiviteter",,
V96,Accident to nonpowered aircraft causing injury to occupant,,
V960,Balloon accident injuring occupant,,
V9600,Ballongolycka med skada på ombordvarande-idrott,,
V9601,"Ballongolycka med skada på ombordvarande-lek,fritid",,
V9602,Ballongolycka med skada på ombordvarande-förvärvsarbete,,
V9603,Ballongolycka med skada på ombordvarande-annan sysselsättning,,
V9604,Ballongolycka med skada på ombordvarande-vitalaktivitet,,
V9608,Ballongolycka med skada på ombordvarande-andra aktiviteter,,
V9609,Ballongolycka med skada på ombordvarande-ospec aktiviteter,,
V961,Hang-glider accident injuring occupant,,
V9610,Olycka med personskada vid drakflyg och skärmflyg-idrott,,
V9611,"Olycka med personskada vid drakflyg och skärmflyg-lek,fritid",,
V9612,Olycka med personskada vid drakflyg och skärmflyg-förvärvsarbete,,
V9613,Olycka med personskada vid drakflyg och skärmflyg-annan sysselsättning,,
V9614,Olycka med personskada vid drakflyg och skärmflyg-vitalaktivitet,,
V9618,Olycka med personskada vid drakflyg och skärmflyg-andra aktiviteter,,
V9619,Olycka med personskada vid drakflyg och skärmflyg-ospec aktiviteter,,
V962,Glider (nonpowered) accident injuring occupant,,
V9620,Segelflygplansolycka med skada på ombordvarande-idrott,,
V9621,"Segelflygplansolycka med skada på ombordvarande-lek,fritid",,
V9622,Segelflygplansolycka med skada på ombordvarande-förvärvsarbete,,
V9623,Segelflygplansolycka med skada på ombordvarande-annan sysselsättning,,
V9624,Segelflygplansolycka med skada på ombordvarande-vitalaktivitet,,
V9628,Segelflygplansolycka med skada på ombordvarande-andra aktiviteter,,
V9629,Segelflygplansolycka med skada på ombordvarande-ospec aktiviteter,,
V968,Other nonpowered-aircraft accidents injuring occupant,,
V9680,Olyckor med annan ej motordriven luftfarkost med skada på ombordvarande-idrott,,
V9681,"Olyckor med annan ej motordriven luftfarkost med skada på ombordvarande-lek,fritid",,
V9682,Olyckor med annan ej motordriven luftfarkost med skada på ombordvarande-förvärvsarbete,,
V9683,Olyckor med annan ej motordriven luftfarkost med skada på ombordvarande-annan sysselsättning,,
V9684,Olyckor med annan ej motordriven luftfarkost med skada på ombordvarande-vitalaktivitet,,
V9688,Olyckor med annan ej motordriven luftfarkost med skada på ombordvarande-andra aktiviteter,,
V9689,Olyckor med annan ej motordriven luftfarkost med skada på ombordvarande-ospec aktiviteter,,
V969,Unspecified nonpowered-aircraft accident injuring occupant,,
V9690,"Olycka med ej motordriven luftfarkost, ej specificerad, med skada på ombordvarande-idrott",,
V9691,"Olycka med ej motordriven luftfarkost, ej specificerad, med skada på ombordvarande-lek,fritid",,
V9692,"Olycka med ej motordriven luftfarkost, ej specificerad, med skada på ombordvarande-förvärvsarbete",,
V9693,"Olycka med ej motordriven luftfarkost, ej specificerad, med skada på ombordvarande-annan sysselsättning",,
V9694,"Olycka med ej motordriven luftfarkost, ej specificerad, med skada på ombordvarande-vitalaktivitet",,
V9698,"Olycka med ej motordriven luftfarkost, ej specificerad, med skada på ombordvarande-andra aktiviteter",,
V9699,"Olycka med ej motordriven luftfarkost, ej specificerad, med skada på ombordvarande-ospec aktiviteter",,
V97,Other specified air transport accidents,,
V970,Occupant of aircraft injured in other specified air transport accidents,,
V9700,Ombordvarande på luftfarkost skadad vid andra specificerade lufttransportolyckor-idrott,,
V9701,"Ombordvarande på luftfarkost skadad vid andra specificerade lufttransportolyckor-lek,fritid",,
V9702,Ombordvarande på luftfarkost skadad vid andra specificerade lufttransportolyckor-förvärvsarbete,,
V9703,Ombordvarande på luftfarkost skadad vid andra specificerade lufttransportolyckor-annan sysselsättning,,
V9704,Ombordvarande på luftfarkost skadad vid andra specificerade lufttransportolyckor-vitalaktivitet,,
V9708,Ombordvarande på luftfarkost skadad vid andra specificerade lufttransportolyckor-andra aktiviteter,,
V9709,Ombordvarande på luftfarkost skadad vid andra specificerade lufttransportolyckor-ospec aktiviteter,,
V971,Person injured while boarding or alighting from aircraft,,
V9710,Person skadad vid ombordstigning på eller avstigning från luftfarkost-idrott,,
V9711,"Person skadad vid ombordstigning på eller avstigning från luftfarkost-lek,fritid",,
V9712,Person skadad vid ombordstigning på eller avstigning från luftfarkost-förvärvsarbete,,
V9713,Person skadad vid ombordstigning på eller avstigning från luftfarkost-annan sysselsättning,,
V9714,Person skadad vid ombordstigning på eller avstigning från luftfarkost-vitalaktivitet,,
V9718,Person skadad vid ombordstigning på eller avstigning från luftfarkost-andra aktiviteter,,
V9719,Person skadad vid ombordstigning på eller avstigning från luftfarkost-ospec aktiviteter,,
V972,Parachutist injured in air transport accident,,
V9720,Fallskärmshoppare skadad i samband med hopp från luftfarkost-idrott,,
V9721,"Fallskärmshoppare skadad i samband med hopp från luftfarkost-lek,fritid",,
V9722,Fallskärmshoppare skadad i samband med hopp från luftfarkost-förvärvsarbete,,
V9723,Fallskärmshoppare skadad i samband med hopp från luftfarkost-annan sysselsättning,,
V9724,Fallskärmshoppare skadad i samband med hopp från luftfarkost-vitalaktivitet,,
V9728,Fallskärmshoppare skadad i samband med hopp från luftfarkost-andra aktiviteter,,
V9729,Fallskärmshoppare skadad i samband med hopp från luftfarkost-ospec aktiviteter,,
V973,Person on ground injured in air transport accident,,
V9730,Person på marken skadad i lufttransportolycka-idrott,,
V9731,"Person på marken skadad i lufttransportolycka-lek,fritid",,
V9732,Person på marken skadad i lufttransportolycka-förvärvsarbete,,
V9733,Person på marken skadad i lufttransportolycka-annan sysselsättning,,
V9734,Person på marken skadad i lufttransportolycka-vitalaktivitet,,
V9738,Person på marken skadad i lufttransportolycka-andra aktiviteter,,
V9739,Person på marken skadad i lufttransportolycka-ospec aktiviteter,,
V978,"Other air transport accidents, not elsewhere classified",,
V9780,"Andra lufttransportolyckor, som ej klassificeras annorstädes-idrott",,
V9781,"Andra lufttransportolyckor, som ej klassificeras annorstädes-lek,fritid",,
V9782,"Andra lufttransportolyckor, som ej klassificeras annorstädes-förvärvsarbete",,
V9783,"Andra lufttransportolyckor, som ej klassificeras annorstädes-annan sysselsättning",,
V9784,"Andra lufttransportolyckor, som ej klassificeras annorstädes-vitalaktivitet",,
V9788,"Andra lufttransportolyckor, som ej klassificeras annorstädes-andra aktiviteter",,
V9789,"Andra lufttransportolyckor, som ej klassificeras annorstädes-ospec aktiviteter",,
V98,Other specified transport accidents,,
V9890,Andra specificerade transportolyckor-idrott,,
V9891,"Andra specificerade transportolyckor-lek,fritid",,
V9892,Andra specificerade transportolyckor-förvärvsarbete,,
V9893,Andra specificerade transportolyckor-annan sysselsättning,,
V9894,Andra specificerade transportolyckor-vitalaktivitet,,
V9898,Andra specificerade transportolyckor-andra aktiviteter,,
V9899,Andra specificerade transportolyckor-ospec aktiviteter,,
V99,Unspecified transport accident,,
W99,Exposure to other and unspecified man-made environmental factors,,
W9900,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-bostad-idrott",,
W9901,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-bostad-lek,fritid",,
W9902,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-bostad-förvärvsarbete",,
W9903,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-bostad-annan sysselsättning",,
W9904,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-bostad-vitalaktivitet",,
W9908,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-bostad-andra aktiviteter",,
W9909,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-bostad-ospec aktiviteter",,
W9910,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-institutionellt boende-idrott",,
W9911,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-institutionellt boende-lek,fritid",,
W9912,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-institutionellt boende-förvärvsarbete",,
W9913,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-institutionellt boende-annan sysselsättning",,
W9914,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-institutionellt boende-vitalaktivitet",,
W9918,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-institutionellt boende-andra aktiviteter",,
W9919,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-institutionellt boende-ospec aktiviteter",,
W9920,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-skola, offentlig lokal-idrott",,
W9921,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-skola, offentlig lokal-lek,fritid",,
W9922,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-skola, offentlig lokal-förvärvsarbete",,
W9923,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-skola, offentlig lokal-annan sysselsättning",,
W9924,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-skola, offentlig lokal-vitalaktivitet",,
W9928,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-skola, offentlig lokal-andra aktiviteter",,
W9929,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-skola, offentlig lokal-ospec aktiviteter",,
W9930,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-idrottsanläggning-idrott",,
W9931,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-idrottsanläggning-lek,fritid",,
W9932,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-idrottsanläggning-förvärvsarbete",,
W9933,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-idrottsanläggning-annan sysselsättning",,
W9934,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-idrottsanläggning-vitalaktivitet",,
W9938,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-idrottsanläggning-andra aktiviteter",,
W9939,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-idrottsanläggning-ospec aktiviteter",,
W9940,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-gata-idrott",,
W9941,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-gata-lek,fritid",,
W9942,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-gata-förvärvsarbete",,
W9943,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-gata-annan sysselsättning",,
W9944,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-gata-vitalaktivitet",,
W9948,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-gata-andra aktiviteter",,
W9949,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-gata-ospec aktiviteter",,
W9950,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-serviceområde-idrott",,
W9951,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-serviceområde-lek,fritid",,
W9952,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-serviceområde-förvärvsarbete",,
W9953,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-serviceområde-annan sysselsättning",,
W9954,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-serviceområde-vitalaktivitet",,
W9958,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-serviceområde-andra aktiviteter",,
W9959,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-serviceområde-ospec aktiviteter",,
W9960,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-industriområde-idrott",,
W9961,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-industriområde-lek,fritid",,
W9962,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-industriområde-förvärvsarbete",,
W9963,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-industriområde-annan sysselsättning",,
W9964,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-industriområde-vitalaktivitet",,
W9968,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-industriområde-andra aktiviteter",,
W9969,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-industriområde-ospec aktiviteter",,
W9970,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-lantbruksområde-idrott",,
W9971,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-lantbruksområde-lek,fritid",,
W9972,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-lantbruksområde-förvärvsarbete",,
W9973,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-lantbruksområde-annan sysselsättning",,
W9974,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-lantbruksområde-vitalaktivitet",,
W9978,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-lantbruksområde-andra aktiviteter",,
W9979,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-lantbruksområde-ospec aktiviteter",,
W9980,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-andra områden-idrott",,
W9981,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-andra områden-lek,fritid",,
W9982,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-andra områden-förvärvsarbete",,
W9983,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-andra områden-annan sysselsättning",,
W9984,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-andra områden-vitalaktivitet",,
W9988,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-andra områden-andra aktiviteter",,
W9989,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-andra områden-ospec aktiviteter",,
V9990,Andra ospecificerade transportolyckor-idrott,,
W9990,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-ospec område-idrott",,
V9991,"Andra ospecificerade transportolyckor-lek,fritid",,
W9991,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-ospec område-lek,fritid",,
V9992,Andra ospecificerade transportolyckor-förvärvsarbete,,
W9992,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-ospec område-förvärvsarbete",,
V9993,Andra ospecificerade transportolyckor-annan sysselsättning,,
W9993,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-ospec område-annan sysselsättning",,
V9994,Andra ospecificerade transportolyckor-vitalaktivitet,,
W9994,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-ospec område-vitalaktivitet",,
V9998,Andra ospecificerade transportolyckor-andra aktiviteter,,
W9998,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-ospec område-andra aktiviteter",,
V9999,Andra ospecificerade transportolyckor-ospec aktiviteter,,
W9999,"Exponering för andra och icke specificerade, av människa orsakade miljöfaktorer-ospec område-ospec aktiviteter",,
X00,Exposure to uncontrolled fire in building or structure,,
X0000,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-bostad-idrott,,
X0001,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-bostad-lek,fritid",,
X0002,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-bostad-förvärvsarbete,,
X0003,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-bostad-annan sysselsättning,,
X0004,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-bostad-vitalaktivitet,,
X0008,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-bostad-andra aktiviteter,,
X0009,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-bostad-ospec aktiviteter,,
X0010,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-institutionellt boende-idrott,,
X0011,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-institutionellt boende-lek,fritid",,
X0012,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-institutionellt boende-förvärvsarbete,,
